"Customer ID",Recency_Days,Frequency,Total_Spend,Customer_Segment
15808,10,7,6265.789999999997,"VIP Gold"
14606,5,32,6241.979999999949,"VIP Gold"
18251,14,3,6110.49,"VIP Gold"
16525,11,10,5749.749999999999,"VIP Gold"
13206,7,9,5702.719999999999,"VIP Gold"
13767,1,11,5664.539999999999,"VIP Gold"
13680,26,6,5643.629999999994,"VIP Gold"
15856,20,7,5482.05,"VIP Gold"
13078,5,10,5467.67,"VIP Gold"
12921,6,9,5455.849999999994,"VIP Gold"
12748,5,30,5218.529999999994,"VIP Gold"
12931,0,12,5191.709999999999,"VIP Gold"
12539,96,2,5149.059999999999,Regular
17677,11,6,4998.600000000002,"VIP Gold"
17230,10,7,4928.639999999999,"VIP Gold"
14062,14,4,4857.45,"VIP Gold"
17675,6,13,4777.249999999999,"VIP Gold"
15251,14,3,4634.289999999999,"VIP Gold"
17865,28,8,4553.440000000003,"VIP Gold"
13162,17,6,4539.02,"VIP Gold"
17377,5,22,4534.65,"VIP Gold"
15601,5,9,4510.289999999996,"VIP Gold"
16118,32,1,4376.25,"Loyal Customer"
16210,4,9,4369.14,"VIP Gold"
12758,5,2,4340.049999999998,"VIP Gold"
12682,20,8,4294.369999999999,"VIP Gold"
16019,0,8,4264.32,"VIP Gold"
12681,5,7,4231.3499999999985,"VIP Gold"
13225,1,4,4071.630000000001,"VIP Gold"
16422,11,8,4057.3800000000006,"VIP Gold"
13319,0,12,4049.669999999999,"VIP Gold"
15498,36,2,3943.9199999999996,"Loyal Customer"
14299,11,6,3941.8,"VIP Gold"
14439,63,2,3939.0800000000004,Regular
12668,20,3,3867.579999999998,"VIP Gold"
15823,109,2,3867.17,"Churn Risk (Lost)"
14685,4,7,3866.3400000000006,"VIP Gold"
18223,11,6,3854.340000000001,"VIP Gold"
12647,11,8,3841.4599999999996,"VIP Gold"
12714,14,3,3835.1899999999996,"VIP Gold"
12437,5,6,3799.32,"VIP Gold"
13001,4,5,3709.409999999999,"VIP Gold"
12949,39,4,3669.029999999997,"Loyal Customer"
15523,3,6,3654.330000000001,"VIP Gold"
15291,19,10,3633.460000000001,"VIP Gold"
16746,8,9,3539.7999999999997,"VIP Gold"
14895,27,4,3538.1000000000013,"VIP Gold"
14459,31,1,3537.820999999999,"Loyal Customer"
16327,0,5,3496.0099999999984,"VIP Gold"
13564,4,9,3451.42,"VIP Gold"
14543,6,7,3442.9999999999995,"VIP Gold"
12510,4,6,3414.229999999998,"VIP Gold"
14952,39,5,3391.9400000000005,"Loyal Customer"
13952,39,2,3387.5100000000007,"Loyal Customer"
13881,10,2,3341.3,"VIP Gold"
15044,46,6,3308.4000000000015,"Loyal Customer"
14828,19,4,3305.84,"VIP Gold"
16713,39,7,3283.560000000001,"Loyal Customer"
18092,40,4,3245.0000000000005,"Loyal Customer"
12380,26,3,3217.3,"VIP Gold"
17428,103,4,3204.620000000001,"Churn Risk (Lost)"
15382,35,2,3156.1300000000033,"Loyal Customer"
16067,1,2,3133.7100000000005,"VIP Gold"
16200,36,7,3107.49,"Loyal Customer"
17404,41,3,3055.87,"Loyal Customer"
12472,7,5,3029.429999999998,"VIP Gold"
12835,13,17,3013.8699999999976,"VIP Gold"
13097,25,7,3002.7799999999997,"VIP Gold"
16843,29,4,3002.010000000001,"VIP Gold"
13758,52,4,2995.6500000000005,"Loyal Customer"
14051,7,6,2980.0199999999995,"VIP Gold"
17858,29,5,2975.380000000001,"VIP Gold"
17138,7,3,2966.68,"VIP Gold"
14739,6,6,2949.12,"VIP Gold"
15640,39,5,2939.3499999999985,"Loyal Customer"
14667,14,8,2891.8999999999987,"VIP Gold"
15093,19,4,2853.3399999999992,"VIP Gold"
14040,7,7,2840.79,"VIP Gold"
14134,34,4,2805.1399999999994,"Loyal Customer"
13178,20,4,2770.4199999999987,"VIP Gold"
13935,12,2,2742.12,"VIP Gold"
17716,5,4,2734.08,"VIP Gold"
15998,6,6,2722.009999999998,"VIP Gold"
12957,18,2,2716.9599999999996,"VIP Gold"
14016,7,3,2713.3399999999992,"VIP Gold"
16013,21,6,2694.33,"VIP Gold"
15615,10,6,2684.7000000000007,"VIP Gold"
14085,4,7,2640.2700000000004,"VIP Gold"
17133,8,1,2613.6200000000003,"VIP Gold"
14286,19,3,2613.0200000000013,"VIP Gold"
17139,38,3,2611.21,"Loyal Customer"
14961,105,2,2608.4699999999993,"Churn Risk (Lost)"
16986,53,6,2591.8500000000013,"Loyal Customer"
12980,35,3,2591.2799999999997,"Loyal Customer"
13468,5,11,2588.2599999999998,"VIP Gold"
16550,4,6,2581.17,"VIP Gold"
17593,28,4,2557.1499999999996,"VIP Gold"
15513,4,3,2496.92,"VIP Gold"
12540,4,6,2496.620000000001,"VIP Gold"
15270,6,6,2479.0599999999995,"VIP Gold"
16467,13,4,2475.08,"VIP Gold"
13599,18,4,2472.7200000000003,"VIP Gold"
17409,18,3,2472.46,"VIP Gold"
17157,20,8,2432.3799999999987,"VIP Gold"
15372,41,4,2416.08,"Loyal Customer"
12455,6,2,2414.3399999999997,"VIP Gold"
14081,35,6,2405.880000000004,"Loyal Customer"
15984,6,8,2405.840000000001,"VIP Gold"
13027,12,5,2400,"VIP Gold"
17364,11,6,2360.4700000000007,"VIP Gold"
16749,104,1,2343.72,"Churn Risk (Lost)"
13004,4,7,2333.5400000000013,"VIP Gold"
13831,21,6,2310.3200000000006,"VIP Gold"
12678,80,2,2310.3000000000006,Regular
16077,5,1,2300.4,"VIP Gold"
15738,11,8,2285.690000000001,"VIP Gold"
15179,26,3,2283.87,"VIP Gold"
12524,5,3,2282.58,"VIP Gold"
18051,14,7,2282.2799999999997,"VIP Gold"
17032,32,4,2278.4500000000007,"Loyal Customer"
17706,69,2,2278.0700000000006,Regular
16636,10,2,2271.1499999999996,"VIP Gold"
16553,4,6,2255.9599999999996,"VIP Gold"
16985,35,4,2252.35,"Loyal Customer"
15005,8,9,2231.330000000001,"VIP Gold"
15538,21,3,2220.6499999999996,"VIP Gold"
13174,24,4,2185.7300000000014,"VIP Gold"
17965,28,5,2181.68,"VIP Gold"
16984,5,2,2159.3400000000024,"VIP Gold"
13373,1,2,2154.85,"VIP Gold"
14769,6,4,2141.370000000001,"VIP Gold"
17305,28,1,2135.46,"VIP Gold"
17809,14,4,2132.9300000000003,"VIP Gold"
13931,3,4,2131.4200000000005,"VIP Gold"
16335,10,5,2114.0500000000006,"VIP Gold"
12490,20,6,2112.01,"VIP Gold"
15867,3,7,2103.5100000000025,"VIP Gold"
15874,17,5,2102.1600000000003,"VIP Gold"
13941,19,4,2084.21,"VIP Gold"
17581,10,8,2049.0000000000005,"VIP Gold"
14030,35,5,2045.1400000000012,"Loyal Customer"
15633,8,6,2038.7799999999993,"VIP Gold"
13327,27,4,2037.0700000000004,"VIP Gold"
14849,1,4,2024.6999999999994,"VIP Gold"
12477,3,1,2021.2299999999998,"VIP Gold"
13316,19,1,2017.3599999999997,"VIP Gold"
13085,59,6,2017.1999999999994,"Loyal Customer"
13735,32,3,2014.7099999999998,"Loyal Customer"
16772,80,2,2001.0999999999997,Regular
17508,24,3,1992.9500000000007,"VIP Gold"
18231,1,8,1992.7400000000002,"VIP Gold"
17160,4,4,1992.6900000000003,"VIP Gold"
13091,109,2,1976.0000000000005,"Churn Risk (Lost)"
14669,13,4,1973.9400000000012,"VIP Gold"
14735,1,8,1958.0000000000007,"VIP Gold"
13141,7,4,1953.8400000000006,"VIP Gold"
12557,102,1,1952.64,"Churn Risk (Lost)"
13148,7,5,1950.680000000001,"VIP Gold"
12978,25,4,1946.4599999999987,"VIP Gold"
14135,25,3,1942.28,"VIP Gold"
17340,8,2,1940.7400000000005,"VIP Gold"
15547,4,3,1936.41,"VIP Gold"
16709,54,2,1926.1500000000003,"Loyal Customer"
18172,6,4,1926.0099999999998,"VIP Gold"
12623,27,2,1923.8200000000004,"VIP Gold"
14560,25,8,1919.8000000000002,"VIP Gold"
16718,18,3,1918.3799999999999,"VIP Gold"
18087,26,7,1913.1000000000001,"VIP Gold"
18225,10,3,1886.16,"VIP Gold"
16670,4,3,1874.6099999999997,"VIP Gold"
14440,26,3,1859.15,"VIP Gold"
16125,11,6,1847.2999999999997,"VIP Gold"
17576,6,8,1845.2800000000016,"VIP Gold"
15078,20,5,1839.86,"VIP Gold"
16556,26,4,1836.63,"VIP Gold"
15194,12,5,1815.39,"VIP Gold"
12531,66,1,1807.9799999999996,Regular
13668,4,5,1804.9299999999998,"VIP Gold"
15358,25,5,1801.050000000001,"VIP Gold"
13267,10,5,1795.0700000000002,"VIP Gold"
13214,8,2,1791.9800000000002,"VIP Gold"
16336,11,2,1787.9000000000003,"VIP Gold"
17082,5,3,1785.380000000001,"VIP Gold"
17739,40,4,1780.4199999999996,"Loyal Customer"
17400,38,2,1775.310000000001,"Loyal Customer"
18041,0,6,1766.5599999999997,"VIP Gold"
18061,7,8,1757.3100000000002,"VIP Gold"
15079,6,3,1755.9600000000007,"VIP Gold"
13869,6,2,1755.0399999999997,"VIP Gold"
15222,7,6,1739.3600000000001,"VIP Gold"
12435,17,2,1736.88,"VIP Gold"
13983,13,3,1732.3099999999997,"VIP Gold"
15544,19,4,1721.9699999999993,"VIP Gold"
16104,1,5,1715.3200000000013,"VIP Gold"
15911,3,8,1702.340000000001,"VIP Gold"
14505,36,3,1698.3200000000008,"Loyal Customer"
16954,27,3,1690.9600000000005,"VIP Gold"
14831,60,3,1676.5699999999997,Regular
15555,56,3,1675.2900000000002,"Loyal Customer"
16736,103,3,1671.1299999999999,"Churn Risk (Lost)"
15898,19,7,1669.3999999999992,"VIP Gold"
17044,19,2,1655.8600000000004,"VIP Gold"
13478,12,3,1650.5100000000011,"VIP Gold"
13448,60,3,1649.3999999999994,Regular
17625,57,2,1648.9399999999996,"Loyal Customer"
12989,11,7,1648.6399999999999,"VIP Gold"
15514,33,4,1642.5399999999997,"Loyal Customer"
15719,13,6,1640.2000000000019,"VIP Gold"
13199,5,8,1639.72,"VIP Gold"
17873,4,5,1638.8499999999995,"VIP Gold"
15480,56,2,1636.3799999999997,"Loyal Customer"
16735,5,4,1632.3399999999992,"VIP Gold"
13491,20,6,1628.7,"VIP Gold"
14841,25,4,1627.59,"VIP Gold"
12731,27,1,1626.3999999999999,"VIP Gold"
17700,20,3,1619.57,"VIP Gold"
13394,39,4,1619.41,"Loyal Customer"
17107,57,1,1614.3899999999999,"Loyal Customer"
14110,3,5,1605.2899999999997,"VIP Gold"
17611,8,4,1604.370000000001,"VIP Gold"
13562,54,3,1600.0000000000007,"Loyal Customer"
15805,42,3,1597.019999999999,"Loyal Customer"
15002,40,3,1595.2700000000004,"Loyal Customer"
17754,17,4,1590.379999999999,"VIP Gold"
13357,7,2,1573.0700000000006,"VIP Gold"
13044,25,4,1565.5000000000011,"VIP Gold"
16933,18,3,1562.86,"VIP Gold"
12683,48,3,1557.6599999999999,"Loyal Customer"
12917,110,1,1552.9,"Churn Risk (Lost)"
13209,1,2,1547.5800000000004,"VIP Gold"
16858,8,5,1546.9599999999996,"VIP Gold"
17085,14,7,1545.3700000000003,"VIP Gold"
13557,4,6,1525.38,"VIP Gold"
16560,7,4,1524.46,"VIP Gold"
12359,6,4,1522.23,"VIP Gold"
12431,25,3,1514.8600000000004,"VIP Gold"
15425,8,2,1509.670000000001,"VIP Gold"
14194,26,3,1509.3899999999999,"VIP Gold"
16771,25,3,1506.5400000000013,"VIP Gold"
15032,109,1,1505.4,"Churn Risk (Lost)"
16945,12,5,1504.0600000000002,"VIP Gold"
12747,20,6,1502.89,"VIP Gold"
13819,49,3,1502.0000000000002,"Loyal Customer"
14590,6,10,1495.2000000000003,"VIP Gold"
15482,8,5,1488.0300000000002,"VIP Gold"
16710,1,5,1485.4599999999998,"VIP Gold"
14422,18,4,1481.1799999999998,"VIP Gold"
17696,7,4,1481.0400000000002,"VIP Gold"
15465,10,8,1479.4800000000002,"VIP Gold"
13473,21,3,1472.44,"VIP Gold"
16917,12,1,1466.3100000000002,"VIP Gold"
16873,48,1,1460.7,"Loyal Customer"
15754,25,2,1460.2999999999997,"VIP Gold"
17799,10,3,1457.7900000000009,"VIP Gold"
15218,10,3,1455.3500000000001,"VIP Gold"
16656,6,4,1454.5200000000002,"VIP Gold"
16331,12,2,1452.1,"VIP Gold"
15622,25,1,1449.7400000000005,"VIP Gold"
17672,21,2,1449.1599999999996,"VIP Gold"
16652,12,1,1448.6400000000003,"VIP Gold"
17861,25,4,1446.1399999999996,"VIP Gold"
17589,1,2,1445.9100000000008,"VIP Gold"
15607,5,6,1444.1299999999997,"VIP Gold"
15421,29,3,1443.3299999999995,"VIP Gold"
14291,1,2,1439.8800000000008,"VIP Gold"
13543,14,2,1439.6100000000001,"VIP Gold"
14146,13,4,1433.6100000000006,"VIP Gold"
12358,111,1,1429.8300000000004,"Churn Risk (Lost)"
15039,0,10,1421.4300000000012,"VIP Gold"
14113,41,5,1421.19,"Loyal Customer"
17610,35,4,1417.690000000001,"Loyal Customer"
16701,20,4,1415.91,"VIP Gold"
14755,28,5,1411.4,"VIP Gold"
17465,8,4,1409.76,"VIP Gold"
12583,32,2,1409.4899999999998,"Loyal Customer"
13418,18,2,1409.2399999999998,"VIP Gold"
15497,54,3,1405.5100000000002,"Loyal Customer"
15641,64,3,1405.1600000000003,Regular
15527,0,6,1397.8900000000006,"VIP Gold"
12839,24,5,1397.6000000000001,"VIP Gold"
13426,19,3,1395.2300000000005,"VIP Gold"
14514,63,2,1393.6300000000008,Regular
15144,33,2,1392.8,"Loyal Customer"
14535,4,2,1390.7400000000014,"VIP Gold"
14290,21,2,1385.11,"VIP Gold"
13786,14,2,1384.13,"VIP Gold"
13407,41,1,1384.0199999999998,"Loyal Customer"
17512,5,4,1381.3900000000006,"VIP Gold"
13999,31,4,1377.4500000000005,"Loyal Customer"
12533,7,2,1367.8900000000008,"VIP Gold"
18008,14,4,1354.0499999999997,"VIP Gold"
12613,105,1,1350.8100000000002,"Churn Risk (Lost)"
13542,10,6,1349.5900000000004,"VIP Gold"
13037,24,4,1349.5499999999995,"VIP Gold"
17851,73,4,1344.6000000000004,Regular
15755,3,4,1339.9300000000005,"VIP Gold"
17213,20,4,1337.9500000000003,"VIP Gold"
14249,11,3,1337.6399999999996,"VIP Gold"
14401,28,4,1336.9400000000003,"VIP Gold"
16569,11,4,1331.03,"VIP Gold"
15614,6,1,1327.9800000000002,"VIP Gold"
14732,32,6,1327.1900000000003,"Loyal Customer"
13151,5,2,1322.8700000000006,"VIP Gold"
12621,11,2,1322.5200000000002,"VIP Gold"
17848,11,7,1318.16,"VIP Gold"
16131,117,1,1317.9700000000005,"Churn Risk (Lost)"
16296,6,4,1313.67,"VIP Gold"
15031,29,4,1312.3400000000001,"VIP Gold"
17829,35,1,1310.3000000000009,"Loyal Customer"
14709,7,4,1309.7500000000005,"VIP Gold"
15950,25,2,1308.46,"VIP Gold"
14329,31,3,1308.0800000000004,"Loyal Customer"
16353,48,9,1301.5,"Loyal Customer"
17241,13,4,1300.0899999999997,"VIP Gold"
14702,11,4,1299.7400000000002,"VIP Gold"
13958,22,3,1299.3000000000002,"VIP Gold"
16126,18,3,1297.6399999999999,"VIP Gold"
16700,19,4,1295.28,"VIP Gold"
16854,20,1,1290.8100000000004,"VIP Gold"
17819,29,3,1288.5,"VIP Gold"
17115,60,2,1280.9599999999996,Regular
13050,28,4,1278.66,"VIP Gold"
17412,57,4,1277.59,"Loyal Customer"
17231,14,6,1273.8999999999996,"VIP Gold"
17969,8,11,1266.4600000000007,"VIP Gold"
16057,35,2,1265.4300000000003,"Loyal Customer"
15838,20,2,1264.56,"VIP Gold"
15674,32,2,1264.2800000000007,"Loyal Customer"
17211,29,4,1263.0000000000007,"VIP Gold"
12872,22,4,1262.8699999999992,"VIP Gold"
14293,67,3,1259.3500000000006,Regular
14215,67,2,1259.1099999999994,Regular
13875,4,4,1255.7700000000004,"VIP Gold"
16716,10,1,1248.48,"VIP Gold"
18268,32,4,1247.2499999999998,"Loyal Customer"
15785,6,4,1243.4800000000005,"VIP Gold"
14341,5,5,1241.6100000000001,"VIP Gold"
12854,31,3,1240.8400000000008,"Loyal Customer"
17663,21,2,1240.46,"VIP Gold"
13156,48,2,1239.6000000000006,"Loyal Customer"
13823,18,3,1230.7400000000002,"VIP Gold"
17519,11,4,1230.73,"VIP Gold"
13590,33,3,1229.7800000000004,"Loyal Customer"
13047,25,3,1226.52,"VIP Gold"
15485,61,3,1222.92,Regular
12913,77,3,1220.73,Regular
12417,24,4,1220.19,"VIP Gold"
12497,24,1,1211.7599999999998,"VIP Gold"
15367,27,2,1211.62,"VIP Gold"
17539,8,3,1211.5700000000006,"VIP Gold"
13495,6,3,1210.5100000000004,"VIP Gold"
15296,67,1,1210.43,Regular
16940,41,2,1210.1300000000003,"Loyal Customer"
14593,26,5,1208.0000000000007,"VIP Gold"
14415,45,2,1202.32,"Loyal Customer"
14532,15,3,1202.28,"VIP Gold"
12742,5,1,1201.52,"VIP Gold"
15983,106,3,1199.5900000000001,"Churn Risk (Lost)"
13555,8,3,1194.3500000000001,"VIP Gold"
15712,50,3,1192.6,"Loyal Customer"
13334,32,1,1191.62,"Loyal Customer"
16923,3,3,1190.6100000000001,"VIP Gold"
14257,28,1,1189.3400000000001,"VIP Gold"
13371,12,1,1189.01,"VIP Gold"
13711,6,5,1183.3099999999997,"VIP Gold"
16875,12,2,1182.5,"VIP Gold"
13526,118,2,1182.0000000000005,"Churn Risk (Lost)"
14396,29,4,1180.9399999999998,"VIP Gold"
15321,32,3,1171.4200000000008,"Loyal Customer"
17372,1,9,1167.7599999999998,"VIP Gold"
14159,10,4,1162.580000000001,"VIP Gold"
13459,4,2,1160.4099999999996,"VIP Gold"
13615,1,2,1159.8400000000004,"VIP Gold"
17679,13,4,1159.5000000000002,"VIP Gold"
12549,61,4,1159.37,Regular
16742,11,6,1158.45,"VIP Gold"
12439,62,2,1158.1799999999996,Regular
12615,11,1,1155.4800000000005,"VIP Gold"
15946,13,1,1155.0200000000002,"VIP Gold"
14540,56,4,1143.9100000000005,"Loyal Customer"
14944,40,2,1143,"Loyal Customer"
14869,43,2,1142.4099999999999,"Loyal Customer"
12600,39,5,1133.07,"Loyal Customer"
17526,8,4,1130.45,"VIP Gold"
12733,69,1,1130.2199999999998,Regular
13762,29,2,1127.2800000000002,"VIP Gold"
14653,62,3,1126.03,Regular
13953,53,2,1125,"Loyal Customer"
15798,25,2,1124.6599999999999,"VIP Gold"
18178,17,2,1124.4200000000003,"VIP Gold"
16202,28,4,1122.0500000000002,"VIP Gold"
15369,56,4,1120,"Loyal Customer"
15623,8,3,1116.9799999999998,"VIP Gold"
18064,25,2,1116.36,"VIP Gold"
17457,80,2,1115.4,Regular
15312,13,4,1100.3000000000004,"VIP Gold"
15326,52,3,1090.37,"Loyal Customer"
13854,20,4,1089.8200000000002,"VIP Gold"
15298,7,3,1085.25,"VIP Gold"
14210,13,2,1082.6400000000003,"VIP Gold"
13576,35,3,1078.95,"Loyal Customer"
15203,24,3,1074.7899999999997,"VIP Gold"
16156,24,4,1073.7700000000002,"VIP Gold"
17603,59,2,1072.1100000000006,"Loyal Customer"
13520,46,2,1067.08,"Loyal Customer"
18168,0,4,1060.0800000000002,"VIP Gold"
15260,4,4,1057.4200000000003,"VIP Gold"
13982,33,2,1055.6399999999999,"Loyal Customer"
16253,69,2,1055.5300000000002,Regular
14970,8,3,1053.8,"VIP Gold"
13623,67,2,1050.0400000000004,Regular
15015,5,8,1048.52,"VIP Gold"
13173,27,5,1047.7000000000005,"VIP Gold"
16497,11,3,1046.2099999999998,"VIP Gold"
14307,7,3,1036.7600000000004,"VIP Gold"
14625,60,2,1034.0700000000002,Regular
14112,34,1,1033.5499999999997,"Loyal Customer"
13659,18,2,1032.8700000000001,"VIP Gold"
14546,50,2,1032.64,"Loyal Customer"
17389,6,2,1030.2200000000005,"VIP Gold"
12836,41,3,1024.22,"Loyal Customer"
17146,55,1,1023.6,"Loyal Customer"
13042,55,2,1022.2000000000006,"Loyal Customer"
14421,63,2,1021.4999999999995,Regular
17469,39,3,1020.9899999999999,"Loyal Customer"
12910,1,1,1017.96,"VIP Gold"
13641,20,5,1016.4700000000001,"VIP Gold"
16620,24,2,1009.8100000000001,"VIP Gold"
13313,7,4,1006.9700000000001,"VIP Gold"
16558,3,3,1005.64,"VIP Gold"
16003,5,3,997.2700000000002,"Loyal Customer"
12867,43,2,995.5699999999999,"Loyal Customer"
16619,35,1,995.2099999999999,"Loyal Customer"
15581,64,12,989.9800000000002,Regular
14564,115,1,989.1800000000001,"Churn Risk (Lost)"
15176,47,1,988.0400000000003,"Loyal Customer"
13993,28,3,987.66,"Loyal Customer"
15680,41,3,987.2100000000003,"Loyal Customer"
13783,19,2,985.44,"Loyal Customer"
14695,112,2,984.0300000000001,"Churn Risk (Lost)"
13658,52,1,982.26,"Loyal Customer"
17188,26,3,981.19,"Loyal Customer"
13381,41,2,980.3900000000002,"Loyal Customer"
13753,31,2,977.2000000000003,"Loyal Customer"
17646,40,3,975.2499999999999,"Loyal Customer"
16510,3,3,974.98,"Loyal Customer"
13253,83,1,974.3900000000001,Regular
16722,11,3,971.23,"Loyal Customer"
17287,25,7,971.07,"Loyal Customer"
14465,13,4,969.2399999999999,"Loyal Customer"
13975,0,2,968.7999999999992,"Loyal Customer"
13013,20,2,968.5100000000003,"Loyal Customer"
13204,111,1,966.66,"Churn Risk (Lost)"
17961,6,27,966.0000000000003,"Loyal Customer"
17113,5,3,961.83,"Loyal Customer"
16308,104,1,960,"Churn Risk (Lost)"
15858,11,4,959.5699999999999,"Loyal Customer"
14161,15,2,957.0999999999999,"Loyal Customer"
15586,39,2,955.2600000000002,"Loyal Customer"
14256,74,1,953.5000000000006,Regular
13764,22,2,953.2400000000001,"Loyal Customer"
15727,64,1,950.7200000000001,Regular
17905,15,6,947.0799999999999,"Loyal Customer"
17165,5,3,945.93,"Loyal Customer"
14327,10,3,945.3200000000002,"Loyal Customer"
13317,40,2,944.8700000000001,"Loyal Customer"
14896,24,4,938.9900000000002,"Loyal Customer"
13269,32,5,938.2200000000001,"Loyal Customer"
14770,32,1,936.2800000000001,"Loyal Customer"
17059,20,2,936.0300000000003,"Loyal Customer"
17954,1,5,935.7800000000007,"Loyal Customer"
15046,53,3,935.0300000000004,"Loyal Customer"
16584,41,1,931.7200000000003,"Loyal Customer"
12396,54,1,931.4300000000006,"Loyal Customer"
13503,41,2,931.02,"Loyal Customer"
14649,24,2,929.1400000000002,"Loyal Customer"
16017,11,3,927.3500000000005,"Loyal Customer"
12823,6,3,924.5,"Loyal Customer"
14032,63,3,922.9800000000001,Regular
15494,109,1,917.7599999999996,"Churn Risk (Lost)"
16485,36,2,917.74,"Loyal Customer"
12368,8,1,917.6999999999999,"Loyal Customer"
17238,13,4,915.1100000000002,"Loyal Customer"
15456,32,4,914.6500000000002,"Loyal Customer"
14136,24,3,909.23,"Loyal Customer"
16366,60,2,908.8900000000003,Regular
16351,21,5,907.9400000000003,"Loyal Customer"
14969,83,1,906.23,Regular
13693,64,5,904.4100000000001,Regular
18077,10,5,903.5699999999999,"Loyal Customer"
17191,3,3,900.3699999999999,"Loyal Customer"
13593,8,3,898.8999999999995,"Loyal Customer"
15380,4,4,897.74,"Loyal Customer"
17145,38,1,897.0300000000005,"Loyal Customer"
14282,42,1,897,"Loyal Customer"
16711,5,3,895.65,"Loyal Customer"
16918,18,4,894.3400000000003,"Loyal Customer"
14466,29,4,892.3000000000001,"Loyal Customer"
13393,35,3,888.3700000000003,"Loyal Customer"
15916,21,3,884.46,"Loyal Customer"
15003,6,5,883.9000000000005,"Loyal Customer"
12406,77,1,881.2000000000003,Regular
13768,106,2,875.97,"Churn Risk (Lost)"
13901,40,2,875.5899999999998,"Loyal Customer"
18170,21,3,874.05,"Loyal Customer"
16186,14,2,873.9900000000001,"Loyal Customer"
15077,110,1,873.4799999999999,"Churn Risk (Lost)"
16283,29,1,873.12,"Loyal Customer"
13451,8,1,872.9399999999996,"Loyal Customer"
16938,40,1,869.8199999999998,"Loyal Customer"
13771,32,1,869.5600000000001,"Loyal Customer"
12500,13,5,869.4900000000002,"Loyal Customer"
12644,50,2,868.1300000000002,"Loyal Customer"
14898,32,3,867.9100000000003,"Loyal Customer"
12523,17,4,866.84,"Loyal Customer"
12483,13,4,865.9,"Loyal Customer"
15057,5,2,865.0400000000002,"Loyal Customer"
16300,5,2,863.47,"Loyal Customer"
17884,56,6,863.3900000000002,"Loyal Customer"
16532,0,1,861.5999999999999,"Loyal Customer"
16719,19,3,860.5900000000001,"Loyal Customer"
17529,77,1,858.27,Regular
13446,24,2,856.3600000000002,"Loyal Customer"
12820,34,3,854.8499999999999,"Loyal Customer"
15389,61,1,854.8,Regular
18094,81,1,854.72,Regular
17640,5,2,853.02,"Loyal Customer"
13871,1,2,853.0000000000002,"Loyal Customer"
14175,7,1,851.96,"Loyal Customer"
16563,39,2,851.4200000000001,"Loyal Customer"
15810,7,2,849.1999999999999,"Loyal Customer"
17025,21,1,848.7,"Loyal Customer"
16036,0,1,848.6800000000001,"Loyal Customer"
16727,1,2,848.4399999999999,"Loyal Customer"
13715,18,1,848.0299999999999,"Loyal Customer"
12645,26,2,846.7400000000001,"Loyal Customer"
14857,14,2,843.4710000000001,"Loyal Customer"
15059,36,4,842.87,"Loyal Customer"
17638,27,2,842.3999999999999,"Loyal Customer"
14442,70,1,838.7499999999999,Regular
16163,111,2,838.2800000000002,"Churn Risk (Lost)"
18252,3,4,836.9200000000002,"Loyal Customer"
17913,22,4,832.4100000000001,"Loyal Customer"
